Run	nr_successes	Running avg
1498	1	0.030040
1499	1	0.030020
1500	1	0.030000
1501	1	0.029980
1502	3	0.029960
1503	3	0.029940
1504	4	0.029920
1505	1	0.029900
1506	3	0.029880
1507	1	0.029861
1508	3	0.029841
1509	1	0.029821
1510	2	0.029801
1511	3	0.029782
1512	1	0.029762
1513	4	0.029742
1514	1	0.029723
1515	2	0.029703
1516	3	0.029683
1517	3	0.029664
1518	4	0.029644
1519	3	0.029625
1520	5	0.030263
1521	5	0.030901
1522	2	0.030880
1523	2	0.030860
1524	1	0.030840
1525	3	0.030820
1526	3	0.030799
1527	1	0.030779
1528	2	0.030759
1529	3	0.030739
1530	3	0.030719
1531	2	0.030699
1532	3	0.030679
1533	3	0.030659
1534	2	0.030639
1535	2	0.030619
1536	3	0.030599
1537	5	0.031230
1538	3	0.031209
1539	3	0.031189
1540	2	0.031169
1541	4	0.031149
1542	1	0.031128
1543	3	0.031108
1544	5	0.031736
1545	3	0.031715
1546	2	0.031695
1547	3	0.031674
1548	2	0.031654
1549	3	0.031633
1550	3	0.031613
1551	2	0.031593
1552	3	0.031572
1553	1	0.031552
1554	3	0.031532
1555	2	0.031511
1556	4	0.031491
1557	2	0.031471
1558	3	0.031451
1559	3	0.031430
1560	2	0.031410
1561	1	0.031390
1562	5	0.032010
1563	3	0.031990
1564	2	0.031969
1565	3	0.031949
1566	4	0.031928
1567	4	0.031908
1568	2	0.031888
1569	3	0.031867
1570	2	0.031847
1571	3	0.031827
1572	1	0.031807
1573	3	0.031786
1574	1	0.031766
1575	2	0.031746
1576	1	0.031726
1577	1	0.031706
1578	4	0.031686
1579	4	0.031666
1580	3	0.031646
1581	2	0.031626
1582	3	0.031606
1583	2	0.031586
1584	3	0.031566
1585	3	0.031546
1586	3	0.031526
1587	5	0.032136
1588	1	0.032116
1589	2	0.032096
1590	3	0.032075
1591	2	0.032055
1592	1	0.032035
1593	1	0.032015
1594	4	0.031995
1595	3	0.031975
1596	3	0.031955
1597	2	0.031935
1598	2	0.031915
1599	3	0.031895
1600	2	0.031875
1601	3	0.031855
1602	2	0.031835
1603	4	0.031815
1604	2	0.031796
1605	1	0.031776
1606	3	0.031756
1607	3	0.031736
1608	3	0.031716
1609	3	0.031697
1610	3	0.031677
1611	1	0.031657
1612	4	0.031638
1613	2	0.031618
1614	3	0.031599
1615	1	0.031579
1616	5	0.032178
1617	4	0.032158
1618	3	0.032138
1619	2	0.032119
1620	3	0.032099
1621	2	0.032079
1622	3	0.032059
1623	3	0.032039
1624	2	0.032020
1625	3	0.032000
1626	3	0.031980
1627	1	0.031961
1628	1	0.031941
1629	2	0.031921
1630	2	0.031902
1631	4	0.031882
1632	2	0.031863
1633	3	0.031843
1634	1	0.031824
1635	4	0.031804
1636	4	0.031785
1637	3	0.031765
1638	2	0.031746
1639	3	0.031727
1640	1	0.031707
1641	3	0.031688
1642	3	0.031669
1643	2	0.031649
1644	1	0.031630
1645	1	0.031611
1646	3	0.031592
1647	2	0.031573
1648	1	0.031553
1649	3	0.031534
1650	3	0.031515
1651	3	0.031496
1652	2	0.031477
1653	3	0.031458
1654	2	0.031439
1655	3	0.031420
1656	0	0.031401
1657	4	0.031382
1658	3	0.031363
1659	3	0.031344
1660	4	0.031325
1661	1	0.031306
1662	1	0.031288
1663	2	0.031269
1664	3	0.031250
1665	3	0.031231
1666	1	0.031212
1667	2	0.031194
1668	2	0.031175
1669	1	0.031156
1670	3	0.031138
1671	2	0.031119
1672	1	0.031100
1673	2	0.031082
1674	3	0.031063
1675	1	0.031045
1676	2	0.031026
1677	2	0.031008
1678	2	0.030989
1679	2	0.030971
1680	1	0.030952
1681	3	0.030934
1682	3	0.030916
1683	2	0.030897
1684	3	0.030879
1685	3	0.030861
1686	1	0.030842
1687	3	0.030824
1688	2	0.030806
1689	3	0.030787
1690	2	0.030769
1691	1	0.030751
1692	4	0.030733
1693	3	0.030715
1694	3	0.030697
1695	3	0.030678
1696	3	0.030660
1697	3	0.030642
1698	2	0.030624
1699	4	0.030606
1700	2	0.030588
1701	2	0.030570
1702	3	0.030552
1703	4	0.030534
1704	3	0.030516
1705	3	0.030499
1706	1	0.030481
1707	2	0.030463
1708	2	0.030445
1709	1	0.030427
1710	1	0.030409
1711	2	0.030392
1712	3	0.030374
1713	4	0.030356
1714	2	0.030338
1715	4	0.030321
1716	2	0.030303
1717	1	0.030285
1718	3	0.030268
1719	2	0.030250
1720	2	0.030233
1721	3	0.030215
1722	3	0.030197
1723	3	0.030180
1724	2	0.030162
1725	4	0.030145
1726	4	0.030127
1727	1	0.030110
1728	2	0.030093
1729	3	0.030075
1730	2	0.030058
1731	3	0.030040
1732	1	0.030023
1733	3	0.030006
1734	1	0.029988
1735	2	0.029971
1736	3	0.029954
1737	2	0.029937
1738	4	0.029919
1739	0	0.029902
1740	5	0.030460
1741	4	0.030442
1742	2	0.030425
1743	4	0.030407
1744	2	0.030390
1745	3	0.030372
1746	4	0.030355
1747	2	0.030338
1748	2	0.030320
1749	3	0.030303
1750	3	0.030286
1751	4	0.030268
1752	3	0.030251
1753	2	0.030234
1754	4	0.030217
1755	3	0.030199
1756	1	0.030182
1757	1	0.030165
1758	2	0.030148
1759	1	0.030131
1760	2	0.030114
1761	3	0.030097
1762	2	0.030079
1763	5	0.030630
1764	1	0.030612
1765	2	0.030595
1766	3	0.030578
1767	3	0.030560
1768	1	0.030543
1769	3	0.030526
1770	2	0.030508
1771	1	0.030491
1772	3	0.030474
1773	2	0.030457
1774	4	0.030440
1775	4	0.030423
1776	4	0.030405
1777	1	0.030388
1778	3	0.030371
1779	2	0.030354
1780	1	0.030337
1781	4	0.030320
1782	4	0.030303
1783	2	0.030286
1784	3	0.030269
1785	3	0.030252
1786	2	0.030235
1787	2	0.030218
1788	2	0.030201
1789	5	0.030743
1790	2	0.030726
1791	3	0.030709
1792	2	0.030692
1793	1	0.030675
1794	3	0.030658
1795	5	0.031198
1796	2	0.031180
1797	3	0.031163
1798	4	0.031146
1799	3	0.031128
1800	3	0.031111
1801	1	0.031094
1802	2	0.031077
1803	3	0.031059
1804	2	0.031042
1805	0	0.031025
1806	2	0.031008
1807	3	0.030991
1808	1	0.030973
1809	4	0.030956
1810	4	0.030939
1811	2	0.030922
1812	2	0.030905
1813	5	0.031440
1814	3	0.031422
1815	1	0.031405
1816	1	0.031388
1817	3	0.031370
1818	3	0.031353
1819	4	0.031336
1820	4	0.031319
1821	2	0.031301
1822	3	0.031284
1823	2	0.031267
1824	1	0.031250
1825	2	0.031233
1826	2	0.031216
1827	2	0.031199
1828	0	0.031182
1829	2	0.031165
1830	2	0.031148
1831	2	0.031131
1832	2	0.031114
1833	3	0.031097
1834	2	0.031080
1835	3	0.031063
1836	4	0.031046
1837	2	0.031029
1838	3	0.031012
1839	2	0.030995
1840	2	0.030978
1841	1	0.030961
1842	1	0.030945
1843	2	0.030928
1844	2	0.030911
1845	2	0.030894
1846	3	0.030878
1847	4	0.030861
1848	1	0.030844
1849	1	0.030827
1850	2	0.030811
1851	4	0.030794
1852	3	0.030778
1853	0	0.030761
1854	3	0.030744
1855	2	0.030728
1856	3	0.030711
1857	4	0.030695
1858	1	0.030678
1859	4	0.030662
1860	4	0.030645
1861	1	0.030629
1862	3	0.030612
1863	2	0.030596
1864	1	0.030579
1865	2	0.030563
1866	1	0.030547
1867	3	0.030530
1868	4	0.030514
1869	1	0.030498
1870	3	0.030481
1871	2	0.030465
1872	5	0.030983
1873	2	0.030966
1874	1	0.030950
1875	3	0.030933
1876	4	0.030917
1877	4	0.030900
1878	2	0.030884
1879	3	0.030867
1880	2	0.030851
1881	1	0.030835
1882	2	0.030818
1883	1	0.030802
1884	2	0.030786
1885	4	0.030769
1886	2	0.030753
1887	4	0.030737
1888	1	0.030720
1889	4	0.030704
1890	3	0.030688
1891	2	0.030672
1892	4	0.030655
1893	1	0.030639
1894	2	0.030623
1895	2	0.030607
1896	3	0.030591
1897	2	0.030575
1898	3	0.030558
1899	0	0.030542
1900	0	0.030526
1901	5	0.031036
1902	2	0.031020
1903	4	0.031004
1904	4	0.030987
1905	2	0.030971
1906	3	0.030955
1907	3	0.030939
1908	2	0.030922
1909	5	0.031430
1910	5	0.031937
1911	2	0.031920
1912	3	0.031904
1913	1	0.031887
1914	3	0.031870
1915	5	0.032376
1916	3	0.032359
1917	1	0.032342
1918	2	0.032325
1919	2	0.032308
1920	3	0.032292
1921	2	0.032275
1922	4	0.032258
1923	5	0.032761
1924	2	0.032744
1925	3	0.032727
1926	3	0.032710
1927	2	0.032693
1928	4	0.032676
1929	0	0.032659
1930	2	0.032642
1931	4	0.032626
1932	3	0.032609
1933	3	0.032592
1934	3	0.032575
1935	2	0.032558
1936	0	0.032541
1937	5	0.033041
1938	2	0.033024
1939	3	0.033007
1940	1	0.032990
1941	1	0.032973
1942	3	0.032956
1943	3	0.032939
1944	2	0.032922
1945	2	0.032905
1946	3	0.032888
1947	3	0.032871
1948	2	0.032854
1949	1	0.032837
1950	2	0.032821
1951	3	0.032804
1952	1	0.032787
1953	3	0.032770
1954	2	0.032753
1955	2	0.032737
1956	4	0.032720
1957	1	0.032703
1958	2	0.032686
1959	1	0.032670
1960	2	0.032653
1961	3	0.032636
1962	3	0.032620
1963	1	0.032603
1964	0	0.032587
1965	3	0.032570
1966	2	0.032553
1967	3	0.032537
1968	4	0.032520
1969	2	0.032504
1970	4	0.032487
1971	2	0.032471
1972	0	0.032454
1973	2	0.032438
1974	4	0.032421
1975	3	0.032405
1976	5	0.032895
1977	2	0.032878
1978	3	0.032861
1979	2	0.032845
1980	1	0.032828
1981	4	0.032812
1982	1	0.032795
1983	0	0.032779
1984	3	0.032762
1985	4	0.032746
1986	3	0.032729
1987	4	0.032713
1988	4	0.032696
1989	4	0.032680
1990	2	0.032663
1991	3	0.032647
1992	2	0.032631
1993	3	0.032614
1994	3	0.032598
1995	3	0.032581
1996	3	0.032565
1997	3	0.032549
1998	2	0.032533
1999	2	0.032516
2000	4	0.032500
2001	3	0.032484
2002	4	0.032468
2003	4	0.032451
2004	3	0.032435
2005	4	0.032419
2006	3	0.032403
2007	3	0.032387
2008	0	0.032371
2009	2	0.032354
2010	1	0.032338
2011	2	0.032322
2012	3	0.032306
2013	4	0.032290
2014	3	0.032274
2015	2	0.032258
2016	2	0.032242
2017	2	0.032226
2018	4	0.032210
2019	2	0.032194
2020	1	0.032178
2021	4	0.032162
2022	3	0.032146
2023	1	0.032130
2024	2	0.032115
2025	2	0.032099
2026	4	0.032083
2027	3	0.032067
2028	4	0.032051
2029	2	0.032035
2030	3	0.032020
2031	2	0.032004
2032	1	0.031988
2033	2	0.031972
2034	2	0.031957
2035	1	0.031941
2036	4	0.031925
2037	2	0.031910
2038	3	0.031894
2039	1	0.031878
2040	3	0.031863
2041	4	0.031847
2042	3	0.031832
2043	2	0.031816
2044	2	0.031800
2045	0	0.031785
2046	3	0.031769
2047	2	0.031754
2048	3	0.031738
2049	3	0.031723
2050	3	0.031707
2051	3	0.031692
2052	3	0.031676
2053	0	0.031661
2054	2	0.031646
2055	1	0.031630
2056	1	0.031615
2057	3	0.031599
2058	2	0.031584
2059	2	0.031569
2060	1	0.031553
2061	1	0.031538
2062	2	0.031523
2063	2	0.031508
2064	4	0.031492
2065	2	0.031477
2066	2	0.031462
2067	2	0.031447
2068	3	0.031431
2069	2	0.031416
2070	3	0.031401
2071	1	0.031386
2072	4	0.031371
2073	2	0.031356
2074	2	0.031340
2075	1	0.031325
2076	2	0.031310
2077	4	0.031295
2078	4	0.031280
2079	4	0.031265
2080	3	0.031250
2081	2	0.031235
2082	3	0.031220
2083	4	0.031205
2084	1	0.031190
2085	4	0.031175
2086	3	0.031160
2087	2	0.031145
2088	3	0.031130
2089	3	0.031115
2090	1	0.031100
2091	4	0.031086
2092	1	0.031071
2093	4	0.031056
2094	2	0.031041
2095	3	0.031026
2096	1	0.031011
2097	3	0.030997
2098	3	0.030982
2099	1	0.030967
2100	1	0.030952
2101	2	0.030938
2102	3	0.030923
2103	1	0.030908
2104	1	0.030894
2105	4	0.030879
2106	3	0.030864
2107	2	0.030850
2108	3	0.030835
2109	2	0.030820
2110	4	0.030806
2111	0	0.030791
2112	5	0.031250
2113	1	0.031235
2114	1	0.031220
2115	4	0.031206
2116	5	0.031664
2117	3	0.031649
2118	2	0.031634
2119	1	0.031619
2120	1	0.031604
2121	2	0.031589
2122	4	0.031574
2123	2	0.031559
2124	2	0.031544
2125	3	0.031529
2126	5	0.031985
2127	3	0.031970
2128	3	0.031955
2129	3	0.031940
2130	3	0.031925
2131	3	0.031910
2132	2	0.031895
2133	3	0.031880
2134	3	0.031865
2135	2	0.031850
2136	1	0.031835
2137	3	0.031820
2138	3	0.031805
2139	4	0.031791
2140	2	0.031776
2141	2	0.031761
2142	3	0.031746
2143	2	0.031731
2144	3	0.031716
2145	1	0.031702
2146	3	0.031687
2147	1	0.031672
2148	2	0.031657
2149	3	0.031643
2150	4	0.031628
2151	3	0.031613
2152	3	0.031599
2153	0	0.031584
2154	2	0.031569
2155	3	0.031555
2156	3	0.031540
2157	3	0.031525
2158	3	0.031511
2159	3	0.031496
2160	2	0.031481
2161	2	0.031467
2162	1	0.031452
2163	3	0.031438
2164	2	0.031423
2165	4	0.031409
2166	3	0.031394
2167	3	0.031380
2168	2	0.031365
2169	1	0.031351
2170	0	0.031336
2171	4	0.031322
2172	1	0.031308
2173	0	0.031293
2174	3	0.031279
2175	4	0.031264
2176	1	0.031250
2177	3	0.031236
2178	3	0.031221
2179	2	0.031207
2180	2	0.031193
2181	3	0.031178
2182	1	0.031164
2183	2	0.031150
2184	3	0.031136
2185	2	0.031121
2186	1	0.031107
2187	2	0.031093
2188	3	0.031079
2189	2	0.031064
2190	2	0.031050
2191	2	0.031036
2192	3	0.031022
2193	2	0.031008
2194	1	0.030994
2195	1	0.030979
2196	3	0.030965
2197	3	0.030951
2198	3	0.030937
2199	3	0.030923
2200	3	0.030909
2201	4	0.030895
2202	3	0.030881
2203	3	0.030867
2204	3	0.030853
2205	1	0.030839
2206	2	0.030825
2207	2	0.030811
2208	3	0.030797
2209	2	0.030783
2210	1	0.030769
2211	3	0.030755
2212	2	0.030741
2213	2	0.030728
2214	3	0.030714
2215	2	0.030700
2216	2	0.030686
2217	3	0.030672
2218	2	0.030658
2219	2	0.030644
2220	2	0.030631
2221	3	0.030617
2222	2	0.030603
2223	3	0.030589
2224	2	0.030576
2225	4	0.030562
2226	3	0.030548
2227	3	0.030534
2228	2	0.030521
2229	2	0.030507
2230	3	0.030493
2231	4	0.030480
2232	4	0.030466
2233	5	0.030900
2234	4	0.030886
2235	4	0.030872
2236	2	0.030859
2237	5	0.031292
2238	3	0.031278
2239	2	0.031264
2240	2	0.031250
2241	1	0.031236
2242	1	0.031222
2243	3	0.031208
2244	3	0.031194
2245	2	0.031180
2246	2	0.031167
2247	1	0.031153
2248	3	0.031139
2249	4	0.031125
2250	2	0.031111
2251	1	0.031097
2252	2	0.031083
2253	2	0.031070
2254	2	0.031056
2255	4	0.031042
2256	3	0.031028
2257	4	0.031015
2258	2	0.031001
2259	2	0.030987
2260	2	0.030973
2261	2	0.030960
2262	3	0.030946
2263	3	0.030932
2264	2	0.030919
2265	3	0.030905
2266	1	0.030891
2267	2	0.030878
2268	1	0.030864
2269	1	0.030851
2270	3	0.030837
2271	1	0.030823
2272	2	0.030810
2273	1	0.030796
2274	4	0.030783
2275	3	0.030769
2276	4	0.030756
2277	2	0.030742
2278	3	0.030729
2279	3	0.030715
2280	2	0.030702
2281	2	0.030688
2282	4	0.030675
2283	2	0.030661
2284	2	0.030648
2285	4	0.030635
2286	2	0.030621
2287	3	0.030608
2288	1	0.030594
2289	4	0.030581
2290	3	0.030568
2291	3	0.030554
2292	3	0.030541
2293	3	0.030528
2294	2	0.030514
2295	1	0.030501
2296	2	0.030488
2297	3	0.030475
2298	2	0.030461
2299	2	0.030448
2300	2	0.030435
2301	3	0.030422
2302	3	0.030408
2303	1	0.030395
2304	1	0.030382
2305	0	0.030369
2306	3	0.030356
2307	2	0.030342
2308	3	0.030329
2309	3	0.030316
2310	3	0.030303
2311	3	0.030290
2312	3	0.030277
2313	3	0.030264
2314	2	0.030251
2315	1	0.030238
2316	1	0.030225
2317	4	0.030211
2318	2	0.030198
2319	4	0.030185
2320	3	0.030172
2321	5	0.030590
2322	3	0.030577
2323	2	0.030564
2324	2	0.030551
2325	2	0.030538
2326	2	0.030525
2327	3	0.030511
2328	3	0.030498
2329	2	0.030485
2330	3	0.030472
2331	1	0.030459
2332	0	0.030446
2333	3	0.030433
2334	1	0.030420
2335	2	0.030407
2336	1	0.030394
2337	3	0.030381
2338	5	0.030796
2339	2	0.030782
2340	2	0.030769
2341	2	0.030756
2342	2	0.030743
2343	3	0.030730
2344	1	0.030717
2345	1	0.030704
2346	1	0.030691
2347	4	0.030677
2348	1	0.030664
2349	3	0.030651
2350	3	0.030638
2351	4	0.030625
2352	1	0.030612
2353	3	0.030599
2354	3	0.030586
2355	2	0.030573
2356	5	0.030985
2357	3	0.030972
2358	2	0.030958
2359	2	0.030945
2360	3	0.030932
2361	3	0.030919
2362	4	0.030906
2363	1	0.030893
2364	0	0.030880
2365	2	0.030867
2366	4	0.030854
2367	4	0.030841
2368	4	0.030828
2369	3	0.030815
2370	1	0.030802
2371	3	0.030789
2372	2	0.030776
2373	3	0.030763
2374	2	0.030750
2375	1	0.030737
2376	3	0.030724
2377	3	0.030711
2378	3	0.030698
2379	4	0.030685
2380	5	0.031092
2381	1	0.031079
2382	3	0.031066
2383	2	0.031053
2384	3	0.031040
2385	2	0.031027
2386	1	0.031014
2387	2	0.031001
2388	3	0.030988
2389	4	0.030975
2390	2	0.030962
2391	3	0.030949
2392	1	0.030936
2393	1	0.030924
2394	3	0.030911
2395	2	0.030898
2396	1	0.030885
2397	3	0.030872
2398	2	0.030859
2399	4	0.030846
2400	2	0.030833
2401	3	0.030820
2402	2	0.030808
2403	3	0.030795
2404	3	0.030782
2405	2	0.030769
2406	2	0.030756
2407	2	0.030744
2408	3	0.030731
2409	4	0.030718
2410	3	0.030705
2411	3	0.030693
2412	2	0.030680
2413	3	0.030667
2414	1	0.030655
2415	4	0.030642
2416	1	0.030629
2417	3	0.030616
2418	4	0.030604
2419	2	0.030591
2420	4	0.030579
2421	2	0.030566
2422	2	0.030553
2423	3	0.030541
2424	2	0.030528
2425	2	0.030515
2426	2	0.030503
2427	4	0.030490
2428	4	0.030478
2429	2	0.030465
2430	1	0.030453
2431	4	0.030440
2432	4	0.030428
2433	2	0.030415
2434	4	0.030403
2435	4	0.030390
2436	2	0.030378
2437	4	0.030365
2438	3	0.030353
2439	2	0.030340
2440	4	0.030328
2441	4	0.030315
2442	2	0.030303
2443	4	0.030291
2444	1	0.030278
2445	1	0.030266
2446	1	0.030253
2447	2	0.030241
2448	1	0.030229
2449	2	0.030216
2450	4	0.030204
2451	1	0.030192
2452	3	0.030179
2453	1	0.030167
2454	3	0.030155
2455	1	0.030143
2456	4	0.030130
2457	4	0.030118
2458	1	0.030106
2459	3	0.030094
2460	2	0.030081
2461	2	0.030069
2462	2	0.030057
2463	1	0.030045
2464	3	0.030032
2465	1	0.030020
2466	1	0.030008
2467	2	0.029996
2468	2	0.029984
2469	3	0.029972
2470	3	0.029960
2471	1	0.029947
2472	1	0.029935
2473	3	0.029923
2474	2	0.029911
2475	0	0.029899
2476	4	0.029887
2477	2	0.029875
2478	4	0.029863
2479	4	0.029851
2480	4	0.029839
2481	1	0.029827
2482	3	0.029815
2483	2	0.029803
2484	2	0.029791
2485	1	0.029779
2486	2	0.029767
2487	3	0.029755
2488	0	0.029743
2489	3	0.029731
2490	2	0.029719
2491	0	0.029707
2492	3	0.029695
2493	2	0.029683
2494	3	0.029671
2495	3	0.029659
2496	3	0.029647
2497	1	0.029636
2498	3	0.029624
2499	3	0.029612
2500	4	0.029600
2501	3	0.029588
2502	2	0.029576
2503	3	0.029565
2504	4	0.029553
2505	3	0.029541
2506	2	0.029529
2507	2	0.029517
2508	2	0.029506
2509	2	0.029494
2510	2	0.029482
2511	1	0.029470
2512	3	0.029459
2513	3	0.029447
2514	4	0.029435
2515	2	0.029423
2516	3	0.029412
2517	4	0.029400
2518	3	0.029388
2519	2	0.029377
2520	3	0.029365
2521	4	0.029353
2522	4	0.029342
2523	2	0.029330
2524	1	0.029319
2525	2	0.029307
2526	2	0.029295
2527	1	0.029284
2528	3	0.029272
2529	2	0.029261
2530	3	0.029249
2531	1	0.029237
2532	2	0.029226
2533	1	0.029214
2534	1	0.029203
2535	2	0.029191
2536	3	0.029180
2537	2	0.029168
2538	1	0.029157
2539	3	0.029145
2540	4	0.029134
2541	3	0.029122
2542	2	0.029111
2543	2	0.029099
2544	2	0.029088
2545	3	0.029077
2546	3	0.029065
2547	3	0.029054
2548	2	0.029042
2549	2	0.029031
2550	0	0.029020
2551	2	0.029008
2552	3	0.028997
2553	3	0.028986
2554	0	0.028974
2555	3	0.028963
2556	2	0.028951
2557	1	0.028940
2558	3	0.028929
2559	2	0.028918
2560	2	0.028906
2561	2	0.028895
2562	2	0.028884
2563	1	0.028872
2564	1	0.028861
2565	4	0.028850
2566	1	0.028839
2567	5	0.029217
2568	3	0.029206
2569	0	0.029194
2570	2	0.029183
2571	3	0.029172
2572	1	0.029160
2573	2	0.029149
2574	2	0.029138
2575	1	0.029126
2576	0	0.029115
2577	2	0.029104
2578	2	0.029092
2579	2	0.029081
2580	2	0.029070
2581	2	0.029059
2582	2	0.029047
2583	4	0.029036
2584	3	0.029025
2585	3	0.029014
2586	3	0.029002
2587	2	0.028991
2588	2	0.028980
2589	3	0.028969
2590	3	0.028958
2591	2	0.028946
2592	1	0.028935
2593	2	0.028924
2594	2	0.028913
2595	2	0.028902
2596	3	0.028891
2597	3	0.028879
2598	2	0.028868
2599	1	0.028857
2600	2	0.028846
2601	3	0.028835
2602	4	0.028824
2603	1	0.028813
2604	4	0.028802
2605	2	0.028791
2606	2	0.028780
2607	2	0.028769
2608	1	0.028758
2609	1	0.028747
2610	4	0.028736
2611	1	0.028725
2612	3	0.028714
2613	3	0.028703
2614	2	0.028692
2615	2	0.028681
2616	3	0.028670
2617	1	0.028659
2618	2	0.028648
2619	3	0.028637
2620	1	0.028626
2621	1	0.028615
2622	3	0.028604
2623	1	0.028593
2624	2	0.028582
2625	3	0.028571
2626	3	0.028561
2627	5	0.028930
2628	0	0.028919
2629	2	0.028908
2630	2	0.028897
2631	3	0.028886
2632	3	0.028875
2633	3	0.028864
2634	4	0.028853
2635	3	0.028843
2636	3	0.028832
2637	1	0.028821
2638	4	0.028810
2639	3	0.028799
2640	2	0.028788
2641	2	0.028777
2642	1	0.028766
2643	2	0.028755
2644	2	0.028744
2645	3	0.028733
2646	3	0.028723
2647	3	0.028712
2648	2	0.028701
2649	3	0.028690
2650	3	0.028679
2651	1	0.028668
2652	1	0.028658
2653	2	0.028647
2654	0	0.028636
2655	1	0.028625
2656	2	0.028614
2657	1	0.028604
2658	2	0.028593
2659	2	0.028582
2660	2	0.028571
2661	1	0.028561
2662	2	0.028550
2663	3	0.028539
2664	1	0.028529
2665	2	0.028518
2666	3	0.028507
2667	2	0.028496
2668	3	0.028486
2669	2	0.028475
2670	3	0.028464
2671	3	0.028454
2672	3	0.028443
2673	3	0.028432
2674	3	0.028422
2675	3	0.028411
2676	1	0.028401
2677	1	0.028390
2678	2	0.028379
2679	3	0.028369
2680	4	0.028358
2681	5	0.028721
2682	2	0.028710
2683	0	0.028699
2684	3	0.028689
2685	4	0.028678
2686	4	0.028667
2687	2	0.028656
2688	3	0.028646
2689	3	0.028635
2690	3	0.028625
2691	4	0.028614
2692	2	0.028603
2693	2	0.028593
2694	3	0.028582
2695	2	0.028571
2696	4	0.028561
2697	3	0.028550
2698	3	0.028540
2699	2	0.028529
2700	1	0.028519
2701	2	0.028508
2702	4	0.028497
2703	2	0.028487
2704	3	0.028476
2705	3	0.028466
2706	1	0.028455
2707	1	0.028445
2708	2	0.028434
2709	2	0.028424
2710	4	0.028413
2711	4	0.028403
2712	2	0.028392
2713	4	0.028382
2714	2	0.028371
2715	1	0.028361
2716	2	0.028351
2717	1	0.028340
2718	1	0.028330
2719	2	0.028319
2720	4	0.028309
2721	1	0.028298
2722	3	0.028288
2723	3	0.028278
2724	1	0.028267
2725	2	0.028257
2726	2	0.028247
2727	2	0.028236
2728	3	0.028226
2729	2	0.028215
2730	2	0.028205
2731	2	0.028195
2732	4	0.028184
2733	4	0.028174
2734	2	0.028164
2735	3	0.028154
2736	2	0.028143
2737	4	0.028133
2738	3	0.028123
2739	3	0.028112
2740	2	0.028102
2741	1	0.028092
2742	2	0.028082
2743	2	0.028071
2744	3	0.028061
2745	3	0.028051
2746	1	0.028041
2747	4	0.028031
2748	3	0.028020
2749	1	0.028010
2750	1	0.028000
2751	1	0.027990
2752	2	0.027980
2753	0	0.027969
2754	3	0.027959
2755	1	0.027949
2756	2	0.027939
2757	2	0.027929
2758	3	0.027919
2759	4	0.027909
2760	0	0.027899
2761	3	0.027888
2762	3	0.027878
2763	1	0.027868
2764	1	0.027858
2765	2	0.027848
2766	3	0.027838
2767	3	0.027828
2768	3	0.027818
2769	3	0.027808
2770	1	0.027798
2771	3	0.027788
2772	2	0.027778
2773	3	0.027768
2774	2	0.027758
2775	3	0.027748
2776	4	0.027738
2777	3	0.027728
2778	4	0.027718
2779	3	0.027708
2780	3	0.027698
2781	1	0.027688
2782	3	0.027678
2783	2	0.027668
2784	2	0.027658
2785	2	0.027648
2786	4	0.027638
2787	2	0.027628
2788	3	0.027618
2789	3	0.027608
2790	3	0.027599
2791	2	0.027589
2792	1	0.027579
2793	3	0.027569
2794	3	0.027559
2795	1	0.027549
2796	4	0.027539
2797	2	0.027529
2798	2	0.027520
2799	1	0.027510
2800	3	0.027500
2801	3	0.027490
2802	4	0.027480
2803	1	0.027471
2804	2	0.027461
2805	2	0.027451
2806	1	0.027441
2807	3	0.027431
2808	2	0.027422
2809	3	0.027412
2810	4	0.027402
2811	2	0.027392
2812	2	0.027383
2813	1	0.027373
2814	3	0.027363
2815	2	0.027353
2816	3	0.027344
2817	2	0.027334
2818	3	0.027324
2819	2	0.027315
2820	2	0.027305
2821	4	0.027295
2822	2	0.027286
2823	2	0.027276
2824	1	0.027266
2825	0	0.027257
2826	1	0.027247
2827	2	0.027237
2828	2	0.027228
2829	2	0.027218
2830	3	0.027208
2831	2	0.027199
2832	3	0.027189
2833	2	0.027180
2834	3	0.027170
2835	4	0.027160
2836	2	0.027151
2837	3	0.027141
2838	4	0.027132
2839	3	0.027122
2840	4	0.027113
2841	3	0.027103
2842	2	0.027094
2843	2	0.027084
2844	2	0.027075
2845	3	0.027065
2846	3	0.027056
2847	1	0.027046
2848	4	0.027037
2849	2	0.027027
2850	4	0.027018
2851	4	0.027008
2852	2	0.026999
2853	2	0.026989
2854	3	0.026980
2855	2	0.026970
2856	1	0.026961
2857	2	0.026951
2858	3	0.026942
2859	1	0.026932
2860	2	0.026923
2861	3	0.026914
2862	4	0.026904
2863	1	0.026895
2864	2	0.026885
2865	3	0.026876
2866	4	0.026867
2867	1	0.026857
2868	2	0.026848
2869	3	0.026839
2870	1	0.026829
2871	2	0.026820
2872	3	0.026811
2873	2	0.026801
2874	2	0.026792
2875	2	0.026783
2876	4	0.026773
2877	1	0.026764
2878	3	0.026755
2879	3	0.026745
2880	4	0.026736
2881	2	0.026727
2882	4	0.026718
2883	3	0.026708
2884	3	0.026699
2885	2	0.026690
2886	1	0.026681
2887	2	0.026671
2888	3	0.026662
2889	4	0.026653
2890	2	0.026644
2891	2	0.026634
2892	5	0.026971
2893	1	0.026962
2894	1	0.026952
2895	4	0.026943
