Run	gain	Running avg
1498	2	0.128838
1499	4	0.128753
1500	4	0.128667
1501	4	0.128581
1502	4	0.128495
1503	32	0.129075
1504	4	0.128989
1505	4	0.128904
1506	8	0.128818
1507	2	0.128733
1508	8	0.128647
1509	32	0.129225
1510	2	0.129139
1511	2	0.129054
1512	16	0.129630
1513	2	0.129544
1514	4	0.129458
1515	128	0.130033
1516	4	0.129947
1517	2	0.129862
1518	2	0.129776
1519	2	0.129691
1520	2	0.129605
1521	2	0.129520
1522	2	0.129435
1523	2	0.129350
1524	2	0.129265
1525	2	0.129180
1526	32	0.129751
1527	2	0.129666
1528	32	0.130236
1529	2	0.130150
1530	512	0.130719
1531	2	0.130634
1532	4	0.130548
1533	4	0.130463
1534	2	0.130378
1535	4	0.130293
1536	2	0.130208
1537	2	0.130124
1538	2	0.130039
1539	8	0.129955
1540	2	0.129870
1541	8	0.129786
1542	8	0.129702
1543	2	0.129618
1544	4	0.129534
1545	2	0.129450
1546	2	0.129366
1547	16	0.129929
1548	2	0.129845
1549	2	0.129761
1550	2	0.129677
1551	2	0.129594
1552	16	0.130155
1553	2	0.130071
1554	4	0.129987
1555	2	0.129904
1556	2	0.129820
1557	2	0.129737
1558	2	0.129653
1559	4	0.129570
1560	4	0.129487
1561	4	0.129404
1562	4	0.129321
1563	4	0.129239
1564	2	0.129156
1565	2	0.129073
1566	4	0.128991
1567	4	0.128909
1568	4	0.128827
1569	8	0.128744
1570	2	0.128662
1571	4	0.128581
1572	8	0.128499
1573	2	0.128417
1574	2	0.128335
1575	2	0.128254
1576	2	0.128173
1577	2	0.128091
1578	2	0.128010
1579	4	0.127929
1580	8	0.127848
1581	2	0.127767
1582	4	0.127686
1583	4	0.127606
1584	4	0.127525
1585	4	0.127445
1586	8	0.127364
1587	2	0.127284
1588	4	0.127204
1589	2	0.127124
1590	2	0.127044
1591	2	0.126964
1592	2	0.126884
1593	2	0.126805
1594	256	0.127353
1595	2	0.127273
1596	2	0.127193
1597	4	0.127113
1598	32	0.127660
1599	4	0.127580
1600	4	0.127500
1601	2	0.127420
1602	4	0.127341
1603	2	0.127261
1604	2	0.127182
1605	4	0.127103
1606	2	0.127024
1607	4	0.126945
1608	4	0.126866
1609	2	0.126787
1610	64	0.127329
1611	4	0.127250
1612	4	0.127171
1613	4	0.127092
1614	2	0.127014
1615	16	0.127554
1616	2	0.127475
1617	2	0.127396
1618	2	0.127318
1619	2	0.127239
1620	2	0.127160
1621	2	0.127082
1622	4	0.127004
1623	8	0.126925
1624	4	0.126847
1625	4	0.126769
1626	2	0.126691
1627	4	0.126613
1628	2	0.126536
1629	2	0.126458
1630	2	0.126380
1631	2	0.126303
1632	2	0.126225
1633	4	0.126148
1634	2	0.126071
1635	128	0.126606
1636	16	0.127139
1637	2	0.127062
1638	2	0.126984
1639	4	0.126907
1640	4	0.126829
1641	2	0.126752
1642	2	0.126675
1643	16	0.127206
1644	4	0.127129
1645	2	0.127052
1646	4	0.126974
1647	2	0.126897
1648	8	0.126820
1649	2	0.126743
1650	2	0.126667
1651	16	0.127196
1652	8	0.127119
1653	4	0.127042
1654	4	0.126965
1655	2	0.126888
1656	2	0.126812
1657	2	0.126735
1658	16	0.127262
1659	2	0.127185
1660	4	0.127108
1661	4	0.127032
1662	2	0.126955
1663	4	0.126879
1664	2	0.126803
1665	8	0.126727
1666	2	0.126651
1667	2	0.126575
1668	4	0.126499
1669	2	0.126423
1670	4	0.126347
1671	8	0.126272
1672	16	0.126794
1673	8	0.126718
1674	2	0.126643
1675	16	0.127164
1676	2	0.127088
1677	2	0.127013
1678	2	0.126937
1679	8	0.126861
1680	2	0.126786
1681	2	0.126710
1682	8	0.126635
1683	2	0.126560
1684	2	0.126485
1685	4	0.126409
1686	2	0.126335
1687	2	0.126260
1688	4	0.126185
1689	4	0.126110
1690	2	0.126036
1691	32	0.126552
1692	2	0.126478
1693	2	0.126403
1694	4	0.126328
1695	2	0.126254
1696	8	0.126179
1697	16	0.126694
1698	2	0.126620
1699	64	0.127134
1700	2	0.127059
1701	2	0.126984
1702	2	0.126910
1703	4	0.126835
1704	8	0.126761
1705	2	0.126686
1706	4	0.126612
1707	2	0.126538
1708	8	0.126464
1709	32	0.126975
1710	16	0.127485
1711	4	0.127411
1712	2	0.127336
1713	2	0.127262
1714	2	0.127188
1715	2	0.127114
1716	4	0.127040
1717	8	0.126966
1718	2	0.126892
1719	4	0.126818
1720	2	0.126744
1721	2	0.126671
1722	16	0.127178
1723	4	0.127104
1724	2	0.127030
1725	16	0.127536
1726	2	0.127462
1727	32	0.127968
1728	16	0.128472
1729	4	0.128398
1730	2	0.128324
1731	4	0.128250
1732	4	0.128176
1733	2	0.128102
1734	8	0.128028
1735	2	0.127954
1736	2	0.127880
1737	2	0.127807
1738	16	0.128308
1739	8	0.128235
1740	4	0.128161
1741	2	0.128087
1742	8	0.128014
1743	4	0.127940
1744	8	0.127867
1745	8	0.127794
1746	2	0.127721
1747	2	0.127647
1748	2	0.127574
1749	2	0.127501
1750	2	0.127429
1751	4	0.127356
1752	2	0.127283
1753	4	0.127210
1754	2	0.127138
1755	16	0.127635
1756	4	0.127563
1757	2	0.127490
1758	2	0.127418
1759	2	0.127345
1760	2	0.127273
1761	256	0.127768
1762	4	0.127696
1763	2	0.127623
1764	4	0.127551
1765	8	0.127479
1766	2	0.127407
1767	2	0.127334
1768	2	0.127262
1769	4	0.127191
1770	2	0.127119
1771	2	0.127047
1772	2	0.126975
1773	4	0.126904
1774	2	0.126832
1775	8	0.126761
1776	2	0.126689
1777	2	0.126618
1778	32	0.127109
1779	2	0.127038
1780	2	0.126966
1781	4	0.126895
1782	256	0.127385
1783	4	0.127314
1784	8	0.127242
1785	8	0.127171
1786	2	0.127100
1787	2	0.127029
1788	4	0.126957
1789	16	0.127446
1790	16	0.127933
1791	2	0.127862
1792	16	0.128348
1793	2	0.128277
1794	2	0.128205
1795	4	0.128134
1796	4	0.128062
1797	8	0.127991
1798	2	0.127920
1799	2	0.127849
1800	2	0.127778
1801	2	0.127707
1802	2	0.127636
1803	2	0.127565
1804	2	0.127494
1805	8	0.127424
1806	2	0.127353
1807	2	0.127283
1808	2	0.127212
1809	2	0.127142
1810	2	0.127072
1811	2	0.127002
1812	4	0.126932
1813	2	0.126862
1814	4	0.126792
1815	4	0.126722
1816	2	0.126652
1817	16	0.127133
1818	2	0.127063
1819	4	0.126993
1820	32	0.127473
1821	16	0.127952
1822	32	0.128430
1823	4	0.128360
1824	2	0.128289
1825	2	0.128219
1826	2	0.128149
1827	2	0.128079
1828	2	0.128009
1829	2	0.127939
1830	2	0.127869
1831	4	0.127799
1832	2	0.127729
1833	8	0.127660
1834	16	0.128135
1835	2	0.128065
1836	2	0.127996
1837	2	0.127926
1838	4	0.127856
1839	2	0.127787
1840	2	0.127717
1841	2	0.127648
1842	2	0.127579
1843	4	0.127509
1844	4	0.127440
1845	2	0.127371
1846	64	0.127844
1847	4	0.127775
1848	2	0.127706
1849	4	0.127637
1850	4	0.127568
1851	2	0.127499
1852	2	0.127430
1853	2	0.127361
1854	2	0.127292
1855	4	0.127224
1856	8	0.127155
1857	8	0.127087
1858	8	0.127018
1859	2	0.126950
1860	2	0.126882
1861	8	0.126814
1862	2	0.126745
1863	4	0.126677
1864	2	0.126609
1865	2	0.126542
1866	2	0.126474
1867	64	0.126942
1868	8	0.126874
1869	2	0.126806
1870	2	0.126738
1871	2	0.126670
1872	4	0.126603
1873	8	0.126535
1874	8	0.126467
1875	2	0.126400
1876	2	0.126333
1877	4	0.126265
1878	32	0.126731
1879	2	0.126663
1880	2	0.126596
1881	16	0.127060
1882	2	0.126993
1883	2	0.126925
1884	2	0.126858
1885	2	0.126790
1886	2	0.126723
1887	2	0.126656
1888	16	0.127119
1889	4	0.127051
1890	2	0.126984
1891	4	0.126917
1892	2	0.126850
1893	2	0.126783
1894	2	0.126716
1895	2	0.126649
1896	2	0.126582
1897	16	0.127043
1898	16	0.127503
1899	2	0.127435
1900	8	0.127368
1901	2	0.127301
1902	2	0.127234
1903	2	0.127168
1904	8	0.127101
1905	2	0.127034
1906	2	0.126967
1907	2	0.126901
1908	2	0.126834
1909	4	0.126768
1910	8	0.126702
1911	4	0.126635
1912	2	0.126569
1913	2	0.126503
1914	2	0.126437
1915	4	0.126371
1916	4	0.126305
1917	2	0.126239
1918	2	0.126173
1919	8	0.126107
1920	16	0.126562
1921	4	0.126497
1922	2	0.126431
1923	2	0.126365
1924	4	0.126299
1925	64	0.126753
1926	4	0.126687
1927	2	0.126622
1928	4	0.126556
1929	2	0.126490
1930	2	0.126425
1931	2	0.126359
1932	32	0.126812
1933	8	0.126746
1934	4	0.126680
1935	2	0.126615
1936	4	0.126550
1937	4	0.126484
1938	2	0.126419
1939	4	0.126354
1940	2	0.126289
1941	2	0.126224
1942	4	0.126159
1943	4	0.126094
1944	2	0.126029
1945	2	0.125964
1946	2	0.125899
1947	4	0.125835
1948	2	0.125770
1949	4	0.125705
1950	2	0.125641
1951	2	0.125577
1952	8	0.125512
1953	4	0.125448
1954	2	0.125384
1955	8	0.125320
1956	2	0.125256
1957	2	0.125192
1958	2	0.125128
1959	4	0.125064
1960	2	0.125000
1961	2	0.124936
1962	4	0.124873
1963	2	0.124809
1964	64	0.125255
1965	2	0.125191
1966	2	0.125127
1967	32	0.125572
1968	4	0.125508
1969	2	0.125444
1970	2	0.125381
1971	2	0.125317
1972	2	0.125254
1973	4	0.125190
1974	4	0.125127
1975	2	0.125063
1976	8	0.125000
1977	8	0.124937
1978	4	0.124874
1979	16	0.125316
1980	2	0.125253
1981	2	0.125189
1982	2	0.125126
1983	2	0.125063
1984	8	0.125000
1985	2	0.124937
1986	8	0.124874
1987	2	0.124811
1988	2	0.124748
1989	2	0.124686
1990	16	0.125126
1991	32	0.125565
1992	128	0.126004
1993	2	0.125941
1994	2	0.125878
1995	2	0.125815
1996	4	0.125752
1997	8	0.125689
1998	2	0.125626
1999	4	0.125563
2000	2	0.125500
2001	8	0.125437
2002	2	0.125375
2003	4	0.125312
2004	2	0.125250
2005	4	0.125187
2006	4	0.125125
2007	2	0.125062
2008	2	0.125000
2009	2	0.124938
2010	128	0.125373
2011	2	0.125311
2012	64	0.125746
2013	4	0.125683
2014	2	0.125621
2015	8	0.125558
2016	4	0.125496
2017	2	0.125434
2018	4	0.125372
2019	16	0.125805
2020	2	0.125743
2021	8	0.125680
2022	2048	0.126113
2023	4	0.126050
2024	8	0.125988
2025	2	0.125926
2026	16	0.126357
2027	2	0.126295
2028	2	0.126233
2029	4	0.126171
2030	2	0.126108
2031	8	0.126046
2032	4	0.125984
2033	4	0.125922
2034	2	0.125860
2035	2	0.125799
2036	4	0.125737
2037	2	0.125675
2038	2	0.125613
2039	4	0.125552
2040	2	0.125490
2041	2	0.125429
2042	4	0.125367
2043	8	0.125306
2044	4	0.125245
2045	2	0.125183
2046	2	0.125122
2047	8	0.125061
2048	2	0.125000
2049	4	0.124939
2050	4	0.124878
2051	2	0.124817
2052	8	0.124756
2053	2	0.124696
2054	2	0.124635
2055	32	0.125061
2056	512	0.125486
2057	4	0.125425
2058	4	0.125364
2059	8	0.125304
2060	16	0.125728
2061	2	0.125667
2062	2	0.125606
2063	2	0.125545
2064	4	0.125484
2065	2	0.125424
2066	2	0.125363
2067	16	0.125786
2068	4	0.125725
2069	2	0.125665
2070	4	0.125604
2071	2	0.125543
2072	4	0.125483
2073	4	0.125422
2074	2	0.125362
2075	4	0.125301
2076	8	0.125241
2077	2	0.125181
2078	4	0.125120
2079	2	0.125060
2080	2	0.125000
2081	2	0.124940
2082	2	0.124880
2083	2	0.124820
2084	2	0.124760
2085	8	0.124700
2086	4	0.124640
2087	4	0.124581
2088	2	0.124521
2089	512	0.124940
2090	2	0.124880
2091	2	0.124821
2092	2	0.124761
2093	4	0.124701
2094	16	0.125119
2095	2	0.125060
2096	2	0.125000
2097	8	0.124940
2098	4	0.124881
2099	4	0.124821
2100	32	0.125238
2101	8	0.125178
2102	4	0.125119
2103	16	0.125535
2104	2	0.125475
2105	2	0.125416
2106	2	0.125356
2107	2	0.125297
2108	2	0.125237
2109	2	0.125178
2110	4	0.125118
2111	2	0.125059
2112	4	0.125000
2113	2	0.124941
2114	2	0.124882
2115	8	0.124823
2116	8	0.124764
2117	2	0.124705
2118	2	0.124646
2119	8	0.124587
2120	4	0.124528
2121	8	0.124470
2122	2	0.124411
2123	2	0.124352
2124	8	0.124294
2125	2	0.124235
2126	4	0.124177
2127	4	0.124118
2128	2	0.124060
2129	2	0.124002
2130	4	0.123944
2131	4	0.123885
2132	2	0.123827
2133	16	0.124238
2134	4	0.124180
2135	2	0.124122
2136	4	0.124064
2137	2	0.124006
2138	64	0.124415
2139	2	0.124357
2140	128	0.124766
2141	2	0.124708
2142	2	0.124650
2143	2	0.124592
2144	4	0.124534
2145	4	0.124476
2146	4	0.124418
2147	2	0.124360
2148	2	0.124302
2149	2	0.124244
2150	4	0.124186
2151	2	0.124128
2152	2	0.124071
2153	16	0.124477
2154	2	0.124420
2155	2	0.124362
2156	32	0.124768
2157	4	0.124710
2158	8	0.124652
2159	16	0.125058
2160	2	0.125000
2161	2	0.124942
2162	8	0.124884
2163	8	0.124827
2164	8	0.124769
2165	16	0.125173
2166	8	0.125115
2167	4	0.125058
2168	2	0.125000
2169	4	0.124942
2170	4	0.124885
2171	2	0.124827
2172	32	0.125230
2173	2	0.125173
2174	2	0.125115
2175	4	0.125057
2176	8	0.125000
2177	2	0.124943
2178	2	0.124885
2179	2	0.124828
2180	64	0.125229
2181	2	0.125172
2182	8	0.125115
2183	2	0.125057
2184	8	0.125000
2185	2	0.124943
2186	16	0.125343
2187	2	0.125286
2188	2	0.125229
2189	16	0.125628
2190	16	0.126027
2191	2	0.125970
2192	2	0.125912
2193	4	0.125855
2194	4	0.125798
2195	2	0.125740
2196	2	0.125683
2197	2	0.125626
2198	16	0.126024
2199	2	0.125966
2200	4	0.125909
2201	16	0.126306
2202	2	0.126249
2203	2	0.126192
2204	8	0.126134
2205	2	0.126077
2206	2	0.126020
2207	2	0.125963
2208	2	0.125906
2209	2	0.125849
2210	2	0.125792
2211	32	0.126187
2212	2	0.126130
2213	32	0.126525
2214	2	0.126468
2215	2	0.126411
2216	4	0.126354
2217	2	0.126297
2218	8	0.126240
2219	2	0.126183
2220	2	0.126126
2221	2	0.126069
2222	8	0.126013
2223	2	0.125956
2224	128	0.126349
2225	2	0.126292
2226	2	0.126235
2227	16	0.126628
2228	2	0.126571
2229	4	0.126514
2230	2	0.126457
2231	8	0.126401
2232	2	0.126344
2233	4	0.126288
2234	2	0.126231
2235	2	0.126174
2236	4	0.126118
2237	2	0.126062
2238	8	0.126005
2239	4	0.125949
2240	2	0.125893
2241	2	0.125837
2242	2	0.125781
2243	8	0.125724
2244	2	0.125668
2245	4	0.125612
2246	8	0.125557
2247	32	0.125946
2248	2	0.125890
2249	32	0.126278
2250	8	0.126222
2251	8	0.126166
2252	16	0.126554
2253	4	0.126498
2254	8	0.126442
2255	2	0.126386
2256	2	0.126330
2257	2	0.126274
2258	8	0.126218
2259	2	0.126162
2260	2	0.126106
2261	2	0.126050
2262	2	0.125995
2263	2	0.125939
2264	16	0.126325
2265	8	0.126269
2266	4	0.126214
2267	2	0.126158
2268	2	0.126102
2269	2	0.126047
2270	2	0.125991
2271	2	0.125936
2272	2	0.125880
2273	8	0.125825
2274	2	0.125770
2275	16	0.126154
2276	4	0.126098
2277	2	0.126043
2278	32	0.126427
2279	2	0.126371
2280	8	0.126316
2281	128	0.126699
2282	8	0.126643
2283	2	0.126588
2284	2	0.126532
2285	8	0.126477
2286	8	0.126422
2287	4	0.126366
2288	16	0.126748
2289	2	0.126693
2290	8	0.126638
2291	4	0.126582
2292	2	0.126527
2293	2	0.126472
2294	16	0.126853
2295	4	0.126797
2296	4	0.126742
2297	8	0.126687
2298	4	0.126632
2299	4	0.126577
2300	4	0.126522
2301	4	0.126467
2302	2	0.126412
2303	2	0.126357
2304	4	0.126302
2305	2	0.126247
2306	2	0.126193
2307	4	0.126138
2308	2	0.126083
2309	64	0.126462
2310	2	0.126407
2311	16	0.126785
2312	4	0.126730
2313	8	0.126675
2314	2	0.126621
2315	8	0.126566
2316	8	0.126511
2317	4	0.126457
2318	4	0.126402
2319	2	0.126348
2320	8	0.126293
2321	4	0.126239
2322	2	0.126184
2323	2	0.126130
2324	256	0.126506
2325	2	0.126452
2326	2	0.126397
2327	4	0.126343
2328	2	0.126289
2329	4	0.126234
2330	2	0.126180
2331	2	0.126126
2332	2	0.126072
2333	2	0.126018
2334	16	0.126392
2335	2	0.126338
2336	4	0.126284
2337	16	0.126658
2338	2	0.126604
2339	32	0.126977
2340	4	0.126923
2341	8	0.126869
2342	8	0.126815
2343	4	0.126761
2344	16	0.127133
2345	2	0.127079
2346	2	0.127025
2347	4	0.126971
2348	4	0.126917
2349	4	0.126862
2350	2	0.126809
2351	2	0.126755
2352	2	0.126701
2353	4	0.126647
2354	8	0.126593
2355	8	0.126539
2356	8	0.126486
2357	4	0.126432
2358	4	0.126378
2359	2	0.126325
2360	2	0.126271
2361	2	0.126218
2362	2	0.126164
2363	2	0.126111
2364	2	0.126058
2365	2	0.126004
2366	2	0.125951
2367	8	0.125898
2368	4	0.125845
2369	2	0.125791
2370	2	0.125738
2371	2	0.125685
2372	8	0.125632
2373	2	0.125579
2374	2	0.125527
2375	4	0.125474
2376	4	0.125421
2377	4	0.125368
2378	2	0.125315
2379	32	0.125683
2380	2	0.125630
2381	2	0.125577
2382	16	0.125945
2383	16	0.126311
2384	8	0.126258
2385	4	0.126205
2386	2	0.126153
2387	32	0.126519
2388	4	0.126466
2389	2	0.126413
2390	8	0.126360
2391	2	0.126307
2392	4	0.126254
2393	4	0.126201
2394	2	0.126149
2395	16	0.126514
2396	4	0.126461
2397	2	0.126408
2398	2	0.126355
2399	2	0.126303
2400	2	0.126250
2401	4	0.126197
2402	16	0.126561
2403	4	0.126509
2404	4	0.126456
2405	16	0.126819
2406	8	0.126766
2407	2	0.126714
2408	2	0.126661
2409	2	0.126609
2410	8	0.126556
2411	8	0.126504
2412	2	0.126451
2413	8	0.126399
2414	2	0.126346
2415	2	0.126294
2416	4	0.126242
2417	4	0.126189
2418	16	0.126551
2419	8	0.126499
2420	16	0.126860
2421	4	0.126807
2422	4	0.126755
2423	2	0.126702
2424	4	0.126650
2425	8	0.126598
2426	2	0.126546
2427	4	0.126494
2428	2	0.126442
2429	2	0.126389
2430	2	0.126337
2431	2	0.126285
2432	2	0.126234
2433	8	0.126182
2434	4	0.126130
2435	2	0.126078
2436	4	0.126026
2437	2	0.125975
2438	4	0.125923
2439	2	0.125871
2440	2	0.125820
2441	2	0.125768
2442	2	0.125717
2443	2	0.125665
2444	2	0.125614
2445	16	0.125971
2446	2	0.125920
2447	4	0.125868
2448	4	0.125817
2449	32	0.126174
2450	2	0.126122
2451	8	0.126071
2452	2	0.126020
2453	2	0.125968
2454	16	0.126324
2455	4	0.126273
2456	16	0.126629
2457	4	0.126577
2458	16	0.126932
2459	32	0.127288
2460	32	0.127642
2461	2	0.127590
2462	2	0.127539
2463	2	0.127487
2464	4	0.127435
2465	2	0.127383
2466	4	0.127332
2467	8	0.127280
2468	16	0.127634
2469	4	0.127582
2470	8	0.127530
2471	2	0.127479
2472	2	0.127427
2473	2	0.127376
2474	2	0.127324
2475	8	0.127273
2476	8	0.127221
2477	2	0.127170
2478	2	0.127119
2479	2	0.127067
2480	2	0.127016
2481	2	0.126965
2482	2	0.126914
2483	2	0.126863
2484	2	0.126812
2485	4	0.126761
2486	2	0.126710
2487	2	0.126659
2488	4	0.126608
2489	2	0.126557
2490	2	0.126506
2491	16	0.126857
2492	2	0.126806
2493	4	0.126755
2494	2	0.126704
2495	8	0.126653
2496	2	0.126603
2497	2	0.126552
2498	4	0.126501
2499	2	0.126451
2500	16	0.126800
2501	8	0.126749
2502	64	0.127098
2503	16	0.127447
2504	4	0.127396
2505	4	0.127345
2506	2	0.127294
2507	2	0.127244
2508	4	0.127193
2509	2	0.127142
2510	2	0.127092
2511	2	0.127041
2512	128	0.127389
2513	2	0.127338
2514	2	0.127287
2515	2	0.127237
2516	2	0.127186
2517	4	0.127135
2518	16	0.127482
2519	8	0.127432
2520	4	0.127381
2521	2	0.127330
2522	4	0.127280
2523	4	0.127229
2524	2	0.127179
2525	2	0.127129
2526	2	0.127078
2527	2	0.127028
2528	4096	0.127373
2529	2	0.127323
2530	2	0.127273
2531	2	0.127222
2532	8	0.127172
2533	2	0.127122
2534	8	0.127072
2535	4	0.127022
2536	2	0.126972
2537	4	0.126922
2538	2	0.126872
2539	4	0.126822
2540	2	0.126772
2541	2	0.126722
2542	16	0.127065
2543	2	0.127015
2544	2	0.126965
2545	2	0.126916
2546	2	0.126866
2547	2	0.126816
2548	8	0.126766
2549	4	0.126716
2550	2	0.126667
2551	8	0.126617
2552	2	0.126567
2553	4	0.126518
2554	2	0.126468
2555	2	0.126419
2556	2	0.126369
2557	4	0.126320
2558	2	0.126271
2559	16	0.126612
2560	32	0.126953
2561	2	0.126904
2562	8	0.126854
2563	4	0.126805
2564	4	0.126755
2565	2	0.126706
2566	2	0.126656
2567	4	0.126607
2568	2	0.126558
2569	2	0.126508
2570	2	0.126459
2571	2	0.126410
2572	4	0.126361
2573	4	0.126312
2574	2	0.126263
2575	8	0.126214
2576	2	0.126165
2577	2	0.126116
2578	8	0.126067
2579	2	0.126018
2580	8	0.125969
2581	2	0.125920
2582	2	0.125871
2583	2	0.125823
2584	2	0.125774
2585	4	0.125725
2586	4	0.125677
2587	4	0.125628
2588	4	0.125580
2589	8	0.125531
2590	4	0.125483
2591	8	0.125434
2592	4	0.125386
2593	4	0.125337
2594	128	0.125675
2595	2	0.125626
2596	2	0.125578
2597	4	0.125529
2598	16	0.125866
2599	2	0.125818
2600	2	0.125769
2601	4	0.125721
2602	2	0.125673
2603	4	0.125624
2604	2	0.125576
2605	2	0.125528
2606	2	0.125480
2607	2	0.125432
2608	2	0.125383
2609	2	0.125335
2610	4	0.125287
2611	4	0.125239
2612	2	0.125191
2613	2	0.125144
2614	2	0.125096
2615	4	0.125048
2616	4	0.125000
2617	8	0.124952
2618	2	0.124905
2619	2	0.124857
2620	2	0.124809
2621	4	0.124762
2622	2	0.124714
2623	2	0.124666
2624	2	0.124619
2625	4	0.124571
2626	4	0.124524
2627	2	0.124477
2628	4	0.124429
2629	16	0.124762
2630	2	0.124715
2631	2	0.124667
2632	2	0.124620
2633	4	0.124573
2634	4	0.124525
2635	2	0.124478
2636	2	0.124431
2637	16	0.124763
2638	8	0.124716
2639	8	0.124668
2640	8	0.124621
2641	64	0.124953
2642	16	0.125284
2643	2	0.125236
2644	2	0.125189
2645	8	0.125142
2646	8	0.125094
2647	4	0.125047
2648	8	0.125000
2649	2	0.124953
2650	2	0.124906
2651	4	0.124859
2652	2	0.124811
2653	2	0.124764
2654	32	0.125094
2655	2	0.125047
2656	16	0.125377
2657	2	0.125329
2658	2	0.125282
2659	8	0.125235
2660	2	0.125188
2661	64	0.125517
2662	2	0.125470
2663	2	0.125422
2664	4	0.125375
2665	2	0.125328
2666	4	0.125281
2667	4	0.125234
2668	4	0.125187
2669	2	0.125141
2670	8	0.125094
2671	2	0.125047
2672	2	0.125000
2673	16	0.125327
2674	4	0.125280
2675	4	0.125234
2676	2	0.125187
2677	2	0.125140
2678	4	0.125093
2679	8	0.125047
2680	2	0.125000
2681	2	0.124953
2682	2	0.124907
2683	4	0.124860
2684	4	0.124814
2685	2	0.124767
2686	2	0.124721
2687	2	0.124674
2688	8	0.124628
2689	2	0.124582
2690	2	0.124535
2691	4	0.124489
2692	2	0.124443
2693	8	0.124397
2694	8	0.124350
2695	2	0.124304
2696	4	0.124258
2697	4	0.124212
2698	4	0.124166
2699	4	0.124120
2700	16	0.124444
2701	4	0.124398
2702	8	0.124352
2703	4	0.124306
2704	2	0.124260
2705	2	0.124214
2706	2	0.124169
2707	4	0.124123
2708	2	0.124077
2709	32	0.124400
2710	4	0.124354
2711	4	0.124308
2712	2	0.124263
2713	2	0.124217
2714	2	0.124171
2715	8	0.124125
2716	2	0.124080
2717	2	0.124034
2718	2	0.123988
2719	8	0.123943
2720	2	0.123897
2721	2	0.123852
2722	4	0.123806
2723	512	0.124128
2724	2	0.124082
2725	2	0.124037
2726	2	0.123991
2727	4	0.123946
2728	2	0.123900
2729	32	0.124221
2730	8	0.124176
2731	2	0.124130
2732	8	0.124085
2733	2	0.124040
2734	2	0.123994
2735	2	0.123949
2736	4	0.123904
2737	2	0.123858
2738	64	0.124178
2739	2	0.124133
2740	4	0.124088
2741	16	0.124407
2742	8	0.124362
2743	2	0.124316
2744	2	0.124271
2745	2	0.124226
2746	64	0.124545
2747	2	0.124499
2748	4	0.124454
2749	8	0.124409
2750	2	0.124364
2751	4	0.124318
2752	2	0.124273
2753	2	0.124228
2754	2	0.124183
2755	4	0.124138
2756	16	0.124456
2757	2	0.124411
2758	4	0.124365
2759	2	0.124320
2760	4	0.124275
2761	4	0.124230
2762	2	0.124185
2763	4	0.124140
2764	4	0.124096
2765	2	0.124051
2766	16	0.124367
2767	2	0.124322
2768	4	0.124277
2769	8	0.124233
2770	4	0.124188
2771	4	0.124143
2772	2	0.124098
2773	2	0.124053
2774	2	0.124009
2775	8	0.123964
2776	2	0.123919
2777	8	0.123875
2778	4	0.123830
2779	4	0.123786
2780	2	0.123741
2781	4	0.123697
2782	2	0.123652
2783	8	0.123608
2784	8	0.123563
2785	2	0.123519
2786	16	0.123833
2787	2	0.123789
2788	4	0.123745
2789	2	0.123700
2790	2	0.123656
2791	2	0.123612
2792	4	0.123567
2793	2	0.123523
2794	4	0.123479
2795	2	0.123435
2796	2	0.123391
2797	4	0.123346
2798	4	0.123302
2799	2	0.123258
2800	2	0.123214
2801	2	0.123170
2802	512	0.123483
2803	4	0.123439
2804	4	0.123395
2805	2	0.123351
2806	2	0.123307
2807	2	0.123263
2808	4	0.123219
2809	2	0.123176
2810	2	0.123132
2811	2	0.123088
2812	4	0.123044
2813	2	0.123000
2814	2	0.122957
2815	4	0.122913
2816	2	0.122869
2817	2	0.122826
2818	2	0.122782
2819	2	0.122739
2820	2	0.122695
2821	2	0.122652
2822	2	0.122608
2823	2	0.122565
2824	4	0.122521
2825	2	0.122478
2826	1024	0.122788
2827	2	0.122745
2828	2	0.122702
2829	4	0.122658
2830	2	0.122615
2831	2	0.122572
2832	2	0.122528
2833	8	0.122485
2834	2	0.122442
2835	32	0.122751
2836	2	0.122708
2837	2	0.122665
2838	4	0.122622
2839	2	0.122578
2840	4	0.122535
2841	2	0.122492
2842	4	0.122449
2843	2	0.122406
2844	2	0.122363
2845	16	0.122671
2846	2	0.122628
2847	2	0.122585
2848	2	0.122542
2849	2	0.122499
2850	2	0.122456
2851	4	0.122413
2852	2	0.122370
2853	8	0.122327
2854	2	0.122285
2855	8	0.122242
2856	4	0.122199
2857	2	0.122156
2858	8	0.122113
2859	2	0.122071
2860	32	0.122378
2861	8	0.122335
2862	2	0.122292
2863	2	0.122249
2864	2	0.122207
2865	2	0.122164
2866	256	0.122470
2867	2	0.122428
2868	2	0.122385
2869	2	0.122342
2870	2	0.122300
2871	4	0.122257
2872	2	0.122214
2873	2	0.122172
2874	8	0.122129
2875	16	0.122435
2876	4	0.122392
2877	4	0.122350
2878	2	0.122307
2879	8	0.122265
2880	2	0.122222
2881	2	0.122180
2882	2	0.122137
2883	2	0.122095
2884	8	0.122053
2885	2	0.122010
2886	2	0.121968
2887	2	0.121926
2888	4	0.121884
2889	256	0.122188
2890	2	0.122145
2891	2	0.122103
2892	2	0.122061
2893	2	0.122019
2894	8	0.121977
2895	8	0.121934
